"","variablename","collunitid","age","agetype","ageolder","ageyounger","chronologyid","chronologyname","units","value","context","element","taxonid","symmetry","taxongroup","elementtype","ecologicalgroup","analysisunitid","sampleanalyst","sampleid","depth","thickness","samplename","datasetid","database","datasettype","age_range_old","age_range_young","datasetnotes","siteid","sitename","lat","long","area","sitenotes","description","elev","handle","colldate","location","waterdepth","collunittype","collectiondevice","defaultchronology","collectionunitname","depositionalenvironment","family","genus","species","REGION"
"1805218","Amaranthaceae","11432",905,"Calibrated radiocarbon years BP",2483,91,8102,"Neotoma 1","NISP",1,NA,"pollen",391,NA,"Vascular plants","pollen","UPHE",107703,"Nelson, Robert E.","139171",25,1,NA,"15218","North American Pollen Database","pollen",185693,91,NA,"10116","Titaluk River Exposure 2",69.71098,-155.21153,NA,NA,"Holocene thaw-lake sediments exposed in a natural riverbluff exposure on the eastern bank of the Titaluk River at the inner margin of the Arctic Coastal Plain.",80,"TITALUK2",1979-01-01,NA,NA,NA,NA,8102,NA,"Stream-cut Exposure","Amaranthaceae",NA,NA,"North America"
"1772343","Amaranthaceae","11434",218,"Calibrated radiocarbon years BP",373,97,8104,"Neotoma 1","NISP",7,NA,"pollen",391,NA,"Vascular plants","pollen","UPHE",107776,"Albert, Bruce M.","139248",15,1,NA,"15221","North American Pollen Database","pollen",3536,97,NA,"10117","Caddo Creek (Core 1)",32.04246,-95.5098,NA,NA,"An overbank deposit on a floodplain margin. Surrounding vegetation: Piney-woods mixture bordering a strip of post-oak savanna.",101,"CADDO1",2006-06-01,"North edge of the flood plain margin",NA,NA,"Vibra-corer (3 in)",8104,NA,"Floodplain","Amaranthaceae",NA,NA,"North America"
"1728524","Amaranthaceae","11435",-56,"Calibrated radiocarbon years BP",-53,-59,8105,"Neotoma 1","NISP",2,NA,"pollen",391,NA,"Vascular plants","pollen","UPHE",107797,"Albert, Bruce M.","139270",0,1,NA,"15223","North American Pollen Database","pollen",6923,-59,NA,"10118","Caddo Creek (Core 3)",32.045392,-95.510742,NA,NA,"A floodplain deposit. Surrounding vegetation: Piney-woods mixture bordering a strip of post-oak savanna.",101,"CADDO3",2006-06-01,"Middle of the flood plain",NA,NA,"Vibra-corer (3 in)",8105,NA,"Floodplain","Amaranthaceae",NA,NA,"North America"
"6768938","Salsola","11438",-18,"Calendar years BP",-5,-32,24137,"PalEON-STEPPS","NISP",2,NA,"pollen",274,NA,"Vascular plants","pollen","UPHE",107835,"Birks, Hilary H.","139312",1,NA,NA,"15228","North American Pollen Database","pollen",225,-32,"Dataset contributed by E.J. Cushing","10121","St. Clair Lake",46.802168,-95.88177,NA,"Minnesota DNR Lake ID: 03038200. Lake data from Minnesota DNR.","Kettle lake on the Alexandria Moraine. Upland vegetation: north central hardwood forest, much of it cleared for agriculture. Drainage ditches dug in 1915 partially drained the lake and reduced the area from ~243 ha to 57.5 ha.",407,"MNBCSC",1970-01-01,"near the northeast shore of the lake",2,NA,"plastic tube (5 cm diameter) fitted with rubber piston",24137,NA,"Kettle Lake","Amaranthaceae","Salsola",NA,"North America"
"1827233","Amaranthaceae","11440",-50,"Calibrated radiocarbon years BP",-44,-56,8111,"Neotoma 1","NISP",1,NA,"pollen",391,NA,"Vascular plants","pollen","UPHE",107848,"Mathewes, Rolf W.","139328",0,1,NA,"15232","North American Pollen Database","pollen",10104,-56,NA,"10123","Eagle Lake",51.0405,-118.15387,NA,NA,"Small, shallow, subalpine lake in Mount Revelstoke National Park. Surrounding vegetation: Because of its tree-line position, there are many small meadows with understory plants in this subalpine parkland. Common species include Sorbus sitchensis, Veratrum viride, Rhododendron albiflorum, Cassiope mertensiana, Phyllodoce, Valeriana sitchensis, Luetkea pectinata, and Erythronium grandiflorum.",1845,"EAGLEBC",NA,"Deepest part of the lake",1.5,NA,"Modified Livingstone piston corer (5 cm) for the main core. Top 16 cm was collected with a Kajak-Brinkhurst corer.",8111,NA,"Glacial Origin Lake","Amaranthaceae",NA,NA,"North America"
"1778467","Amaranthaceae","11445",81,"Calibrated radiocarbon years BP",218,-20,33441,"Wang et al. 2019","NISP",8,NA,"pollen",391,NA,"Vascular plants","pollen","UPHE",107883,"Futyma, Richard","139374",5,NA,NA,"15242","North American Pollen Database","pollen",7693,-20,NA,"10128","Cowles Bog",41.6352,-87.095,NA,"Bog area from National Hydrography Dataset.  Added on 6/30/21  by Grace Roper, UW-Madison.  Lake-area scripts available at https://github.com/NeotomaDB/neotoma_lakes
","Bog occupying a flat poorly drained portion of the Calumet Lake Plain, bordered by a belt of dunes. Surrounding vegetation: Hardwood swamp with Acer rubrum, Betula lutea, Rhus vernix, Sassafras albidum, Salix sp., Lindera benzoin, Parthenocissus quinquefolia, Pilea pumila, Onoclea sensibilis, and Osmunda cinnamomea.",184,"COWLES",1983-10-05,NA,NA,NA,"Jowsey sampler (to 500 cm) and Davis corer (bottom 15 cm)",33441,NA,"Bog","Amaranthaceae",NA,NA,"North America"
"1724567","Amaranthaceae","11446",-11,"Calibrated radiocarbon years BP",36,-35,33442,"Wang et al. 2019","NISP",9,NA,"pollen",391,NA,"Vascular plants","pollen","UPHE",107910,"Futyma, Richard","139403",5,NA,NA,"15244","North American Pollen Database","pollen",38301,-35,NA,"10129","Pinhook Bog",41.614226,-86.848486,NA,NA,"Bog occupies a depression in an area of kame and kettle topography on the Valparaiso moraine. Surrounding vegetation: Oak-dominated woodland and agricultural land. Prior to European settlement, the vegetation is assumed to have been oak-hickory forest and prairie.",243,"PINHOOK",1983-10-31,"Close to the end of the boardwalk built out into the west side of the bog",NA,NA,"Hiller peat borer to 5.5 m. Piston sampler (5cm) below 5.5m.",33442,NA,"Bog","Amaranthaceae",NA,NA,"North America"
"471736","Artemisia","11451",-19,"Calibrated radiocarbon years BP",-16,-22,25132,"PalEON-STEPPS","NISP",7,NA,"pollen",25,NA,"Vascular plants","pollen","UPHE",108385,"Patterson, William Albert, III","139873",0.3,0.5,NA,"15252","North American Pollen Database","pollen",1117,-22,"Data contributed by Edward J. Cushing. Pollen counts are in an appendix in Patterson (1978).","10132","Ozawindib Lake",47.226802,-95.273974,NA,"Minnesota DNR Lake ID: 15000500. Formerly called Squaw Lake. Name changed by the Minnesota Legislature in 1995.","Kettle lake with complex morphometry on the Itasca Moraine. Surrounding vegetation: Populus-Betula and northern hardwoods. Prior to logging beginning in 1905, Pinus dominated the catchment.",473,"MNCLSQ",1973-12-17,"Deep hole in the northern part of the lake.",24,NA,"Wright square-rod piston corer 5-cm diameter",25132,NA,"Kettle Lake","Asteraceae","Artemisia",NA,"North America"
"6490951","Liquidambar","11452",NA,NA,NA,NA,NA,NA,"NISP",1,NA,"pollen",162,NA,"Vascular plants","pollen","TRSH",108443,"Futyma, Richard","139930",10,NA,NA,"15253","North American Pollen Database","pollen",NA,NA,"There are no dates associated with this core.","10133","Miller Woods Pond 13",41.612378,-87.280826,NA,NA,"Small interdunal pond. Surrounding vegetation: Open vegetation dominated by dune grasses and herbs with a few scattered individuals of Populus deltoides.",184,"MILLER13",1984-01-01,NA,NA,NA,NA,NA,NA,"Dune Dammed Lake","Altingiaceae","Liquidambar",NA,"North America"
"6769046","Salsola","11453",-28,"Calendar years BP",-13,-44,25127,"PalEON-STEPPS","NISP",1,NA,"pollen",274,NA,"Vascular plants","pollen","UPHE",108446,"Cushing, Edward J., Jr.","139933",1,NA,NA,"15254","North American Pollen Database","pollen",2027,-44,"Pollen counted by E.J. Cushing 1982-84. Data contributed by E.J. Cushing.","10134","Little Horseshoe Lake",45.590222,-93.069822,NA,"Minnesota DNR Lake ID: 13008000.","Kettle lake. Native vegetation: northern hardwoods. Today mostly cleared for agriculture.",281,"MNCHLH",1980-02-01,NA,6.2,NA,NA,25127,NA,"Kettle Lake","Amaranthaceae","Salsola",NA,"North America"
"7959907","Salsola kali","11455",-25,"Calendar years BP",-16,-30,25141,"PalEON-STEPPS","NISP",2,NA,"pollen",5117,NA,"Vascular plants","pollen","UPHE",108463,"Cushing, Edward J., Jr.","139950",1,NA,NA,"15256","North American Pollen Database","pollen",2427,-30,"Pollen counted 1980-86. Data contributed by E.J. Cushing.","10135","Cora Lake",46.164476,-95.324986,NA,"Minnesota DNR lake ID: 56002300.","Kettle lake on the Parkers Prairie sandplalin. Native vegetation was a mosaic of prairie and oak scrub, mostly agricultural today.",586,"MNOTCL",1979-12-01,NA,2.1,NA,NA,25141,NA,"Kettle Lake","Amaranthaceae","Salsola","kali","North America"
"5665917","Sagittaria","11457",-2,"Calibrated radiocarbon years BP",64,-34,9687,"Neotoma 1","NISP",1,NA,"pollen",270,NA,"Vascular plants","pollen","AQVP",108646,"Futyma, Richard","140278",1.5,NA,NA,"15261","North American Pollen Database","pollen",2533,-34,NA,"10137","Miller Woods Pond 21",41.611792,-87.273874,NA,NA,"Pond situated among hummocky dunes. Surrounding vegetation: Open canopy woodland dominated by Quercus velutina with a herbaceous ground cover.",181,"MILLER21",1984-05-08,"West center of pond",1.4,NA,"Piston corer (7cm)",9687,NA,"Dune Dammed Lake","Alismataceae","Sagittaria",NA,"North America"
"1726069","Amaranthaceae","11458",47,"Calibrated radiocarbon years BP",208,-30,8129,"Neotoma 1","NISP",6,NA,"pollen",391,NA,"Vascular plants","pollen","UPHE",108661,"Futyma, Richard","140293",5,NA,NA,"15263","North American Pollen Database","pollen",2446,-30,NA,"10138","Miller Woods Pond 32",41.606682,-87.282904,NA,NA,"Long narrow pond bounded by low dune ridges. Surrounding vegetation: Open canopy woodland dominated by Quercus velutina with a herbaceous ground cover.",182,"MILLER32",1983-10-20,NA,NA,NA,NA,8129,NA,"Dune Dammed Lake","Amaranthaceae",NA,NA,"North America"
"1794858","Amaranthaceae","11459",523,"Calibrated radiocarbon years BP",926,207,8130,"Neotoma 1","NISP",8,NA,"pollen",391,NA,"Vascular plants","pollen","UPHE",108671,"Futyma, Richard","140303",23,NA,NA,"15265","North American Pollen Database","pollen",2726,207,NA,"10139","Miller Woods Pond 44",41.604178,-87.293672,NA,NA,"Long narrow pond bounded by low dune ridges. Surrounding vegetation: Open canopy woodland dominated by Quercus velutina with a herbaceous ground cover.",182,"MILLER44",1983-10-19,"ca. 250m from west end of pond",NA,NA,NA,8130,NA,"Dune Dammed Lake","Amaranthaceae",NA,NA,"North America"
"4670195","Amaranthaceae undiff.","11460",-27,"Calendar years BP",-24,-30,25133,"PalEON-STEPPS","NISP",6,NA,"pollen",54,NA,"Vascular plants","pollen","UPHE",108682,"Waddington, Jean Constance Bassett","140313",0.1,NA,NA,"15266","North American Pollen Database","pollen",166,-30,"Pollen analyzed by J.C.B. Waddington in 1977. Data contributed by E.J. Cushing.","10140","Tamarack Lake",44.873372,-93.635216,NA,"Minnesota DNR Lake ID: 10001000. ","Small deep kettle lake with two basins on Des Moines lobe stagnation moraine. Original vegetation: Acer, Tilia, Ulmus, Quercus forest (Big Woods). Larix in wetlands near lake. Now mostly suburban.",294,"MNCVTL",1977-01-01,"deepest part of southern basin",25,NA,"freeze core",25133,NA,"Kettle Lake","Amaranthaceae",NA,NA,"North America"
"5669285","Sagittaria","11461",-2,"Calibrated radiocarbon years BP",65,-34,8132,"Neotoma 1","NISP",2,NA,"pollen",270,NA,"Vascular plants","pollen","AQVP",108752,"Futyma, Richard","140384",1.5,NA,NA,"15268","North American Pollen Database","pollen",3453,-34,NA,"10141","Miller Woods Pond 51",41.602776,-87.286572,NA,NA,"Long narrow pond bounded by low dune ridges. Surrounding vegetation: Open canopy woodland dominated by Quercus velutina with a herbaceous ground cover.",186,"MILLER51",1984-05-08,"Western end of pond",1.15,NA,"Piston corer (7cm)",8132,NA,"Dune Dammed Lake","Alismataceae","Sagittaria",NA,"North America"
"1727196","Amaranthaceae","11463",-14,"Varve years BP",NA,NA,8134,"Neotoma 1","NISP",17,NA,"pollen",391,NA,"Vascular plants","pollen","UPHE",108783,"Waddington, Jean Constance Bassett","140414",11,3,NA,"15270","North American Pollen Database","pollen",223,-14,"Pollen analyzed by J.C.B. Waddington in 1977. Data contributed by E.J. Cushing. 'Depths' are varve years before 1975. Thicknesses are varves.","10142","LaSalle Lake",47.33549,-95.167054,NA,"Minnesota DNR Lake ID: 29030900.","Deep lake in a tunnel valley. Vegetation: Pine-northern hardwoods forest.",422,"MNHBLS",1975-01-01,NA,NA,NA,"freeze core",8134,NA,"Glacial Meltwater Channel Lake","Amaranthaceae",NA,NA,"North America"
"1735669","Amaranthaceae","11464",2586,"Calibrated radiocarbon years BP",4286,1047,8135,"Neotoma 1","NISP",193,NA,"pollen",391,NA,"Vascular plants","pollen","UPHE",108814,"Porter, Stephen C.","140446",65,NA,NA,"15272","North American Pollen Database","pollen",11734,1047,NA,"10143","Gaff Lake",49.467804,-109.671616,NA,"Lake area from the Topographic Dataset of Canada (CanVec).  Added on 5/27/21 by Grace Roper, UW-Madison.  Lake-area scripts available at https://github.com/NeotomaDB/neotoma_lakes",NA,1048,"GAFF",NA,NA,NA,NA,NA,8135,NA,"Glacial Meltwater Channel Lake","Amaranthaceae",NA,NA,"North America"
"7959890","Salsola kali","11465",-27,"Calendar years BP",-12,-31,24168,"PalEON-STEPPS","NISP",4,NA,"pollen",5117,NA,"Vascular plants","pollen","UPHE",108822,"Kachman, Robert G.","140452",721,NA,NA,"15273","North American Pollen Database","pollen",1839,-31,"Pollen analyzed by R.G. Kachman in 1980 under supervision of E.J. Cushing. Data contributed by E.J. Cushing.","10144","Saint Olaf Lake",43.90234,-93.418422,NA,"Minnesota DNR lake ID: 81000300.","Lake lies at the head of a meltwater channel in stagnation moraine. Native vegetation oak scrub and tall-grass prairie. Today highly agricultural.",366,"MNWSSO",1979-01-01,NA,7.2,NA,NA,24168,NA,"Glacial Meltwater Channel Lake","Amaranthaceae","Salsola","kali","North America"
"7790721","Ligusticum","11467",96,"Calibrated radiocarbon years BP",319,-24,8138,"Neotoma 1","NISP",4,NA,"pollen",3160,NA,"Vascular plants","pollen","UPHE",108844,"Hebda, Richard J.","140477",2.5,NA,NA,"15276","North American Pollen Database","pollen",24246,-24,NA,"10145","Cassiope Pond",50.16655,-127.752132,NA,NA,"Pond on the Brooks Peninsula, Vancouver Island.",550,"CASSIOPE",1981-04-01,"Center of the pond",1,NA,NA,8138,NA,"Cirque Lake","Apiaceae","Ligusticum",NA,"North America"
"526607","Artemisia","11471",-8,"Calibrated radiocarbon years BP",76,-39,25076,"PalEON-STEPPS","NISP",13,NA,"pollen",25,NA,"Vascular plants","pollen","UPHE",108938,"Locke, Sharon M.","140569",2,1,NA,"15281","North American Pollen Database","pollen",12010,-39,NA,"10146","Williams Lake",46.953096,-94.670324,NA,NA,"Kettle lake in hummocky terrain. Surrounding vegetation: Second-growth mixed conifer/hardwood forest.",421,"WILLIAMJ",1989-12-01,"Northwest center of the lake",NA,NA,"Piston corer (5 cm)",25076,NA,"Kettle Lake","Asteraceae","Artemisia",NA,"North America"
"4791593","Ambrosia","11472",2,"Varve years BP",NA,NA,8140,"Neotoma 1-annual lams","NISP",1,NA,"pollen",345,NA,"Vascular plants","pollen","UPHE",108999,"Doner, Lisa A.","140629",1,NA,NA,"15282","North American Pollen Database","pollen",602,2,NA,"10150","Winton Bay Lake",63.388334,-64.686168,NA,NA,"Well mixed tidal fjord. Vegetation: Low arctic tundra. Fern and horsetail species. Low and sparse vegetation.",0,"WINTONBY",1991-01-01,NA,NA,NA,NA,8140,NA,"Glaciomarine","Asteraceae","Ambrosia",NA,"North America"
"1634481","Alnus","11473",-52,"Calibrated radiocarbon years BP",-49,-55,8141,"Neotoma 1","NISP",12,NA,"pollen",330,NA,"Vascular plants","pollen","TRSH",109023,"Galloway, Jennifer","140655",0,0.5,NA,"15284","North American Pollen Database","pollen",14066,-55,NA,"10151","Tiny Lake",51.193976,-127.382824,NA,NA,"Tiny Lake is a coastal isolation basin separated from Mereworth Sound by a 3.28 m sill. Surrounding vegetation: Tsuga heterophylla dominates the forests. Thuja plicata is also common. Deciduous taxa include Acer glabrum and Alnus. There is an understory of ferns, bryophytes, and shrubs, namely Gaultheria shallon.",6,"TINY",2002-10-01,"Southern basin of the lake",8,NA,"Livingstone corer (5 cm)",8141,NA,"Coastal","Betulaceae","Alnus",NA,"North America"
"1747228","Amaranthaceae","11474",249,"Calibrated radiocarbon years BP",684,-34,8142,"Neotoma 1","NISP",1.9999999686135,NA,"pollen",391,NA,"Vascular plants","pollen","UPHE",109070,"Boyd, Matthew","140712",0.99999998430675,NA,NA,"15286","North American Pollen Database","pollen",56307,-34,NA,"10152","West Hawk Lake",49.75913,-95.199106,NA,NA,"Deep steep-sided meteorite impact crater surrounded by pine hardwood forest.",330,"WESTHAWK",2001-08-31,"South center of the lake",NA,NA,"Kullenberg piston gravity corer",8142,NA,"Other","Amaranthaceae",NA,NA,"North America"
"7312381","Lysichiton","11475",74,"Calibrated radiocarbon years BP",298,-60,8143,"Neotoma 1","NISP",7,NA,"pollen",1406,NA,"Vascular plants","pollen","UPHE",109118,"Hebda, Richard J.","140751",5,NA,NA,"15288","North American Pollen Database","pollen",14411,-60,NA,"10153","Pyrola Lake",50.183024,-127.698278,NA,"Lake area from the Topographic Dataset of Canada (CanVec).  Added on 5/27/21 by Grace Roper, UW-Madison.  Lake-area scripts available at https://github.com/NeotomaDB/neotoma_lakes",NA,506,"PYROLA",NA,NA,NA,NA,NA,8143,NA,"Natural Lake (Origin Unknown)","Araceae","Lysichiton",NA,"North America"
"1788026","Amaranthaceae","11477",-24,"Calibrated radiocarbon years BP",17,-56,8146,"Neotoma 1","NISP",4,NA,"pollen",391,NA,"Vascular plants","pollen","UPHE",109210,"NA","140846",1,NA,NA,"15292","North American Pollen Database","pollen",13994,-56,NA,"10155","Byron-Bergen Swamp (Site 2)",43.095992,-78.01244,NA,NA,"Open marl fen. Surrounding vegetation -- Sedges: Eleocharis rostellata. Trees: Thuja occidentalis, Larix laricina, Pinus strobus. Shrubs: Myrica pensylvanica, Rhamnus alnifolia, Ledum groenlandicum.",180,"BYRONMRL",NA,NA,NA,NA,"Square-rod piston sampler (5 cm)",8146,NA,"Fen","Amaranthaceae",NA,NA,"North America"
